tile_index,objname,P_Mstar,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
768.0,CGCG 227-019,0.005771520028724305,268.940757,47.113092,,,
646.0,NGC 6487,0.004699622548136009,268.689714,26.546128,,,
732.0,CGCG 227-022,0.004657946823195265,277.55414,40.257437,,,
731.0,WISEA J181138.82+432545.3,0.004563695651394675,268.570759,40.257437,,,
690.0,B2 1752+32B,0.004445518830005439,269.368102,33.401783,,,
599.0,UGC 11246,0.002651055741007436,274.822955,19.690474,,,
647.0,NGC 6619,0.002436202809995591,276.353304,26.546128,,,
691.0,NGC 6657,0.0021713146374668438,277.580132,33.401783,,,
550.0,NGC 6627,0.0015228779340574396,278.278684,12.834819,,,
689.0,UGC 10929,0.0013695857008635638,261.156073,33.401783,,,
598.0,WISEA J174858.94+230042.2,0.001342184050637207,267.541531,19.690474,,,
645.0,CGCG 140-059,0.0010803459797171131,261.026124,26.546128,,,
