Observation_Time,Tile_Index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-15 02:11:56,3371,268.437721,33.935467,,,,0.0,1.5654480835017623,1263,53.090414731364376,54.28655537057821,0.0339112718039602,-6.514600237414296
2023-11-15 02:12:28,3275,271.067733,30.83708,,,,3.0983073856682344,1.5325533796718536,1263,54.358236946888894,55.52109261827045,0.03392581273355333,-6.6096165872567685
2023-11-15 02:13:00,3071,273.987692,24.640307,,,,4.522602775533484,1.531408089492565,1263,55.87845513278335,57.08659750348547,0.03394035679200408,-6.7046859114516355
2023-11-15 02:13:32,3174,270.315353,27.738694,,,,3.0982827469648155,1.5954853041344057,1263,57.09241929551333,58.2697296269502,0.033954903987770235,-6.799808020168942
2023-11-15 02:14:04,3372,272.172216,33.935467,,,,6.349543581624144,1.4874983727779225,1263,57.96786978986898,59.204499375858056,0.033969454312574754,-6.894982728338062
2023-11-15 02:14:36,3175,273.816041,27.738694,,,,3.098251530148118,1.5099099323985126,1263,59.003399381879824,60.213926833021375,0.03398400776925564,-6.990209848721841
2023-11-15 02:15:08,3466,272.928631,37.033854,,,,3.098252388664491,1.4548078469075831,1263,60.21935846293009,61.400030480677614,0.03399856435978593,-7.085489194880923
2023-11-15 02:15:40,3070,270.578912,24.640307,,,,6.109900557119963,1.6472206673482404,1263,61.17016926800165,62.40658898006846,0.03401312408115237,-7.180820582289612
2023-11-15 02:16:12,3274,267.459203,30.83708,,,,3.0982158133563744,1.6593306481751346,1263,62.227693557477465,63.43832557519507,0.03402768693404601,-7.276203826023743
2023-11-15 02:16:44,3276,274.676264,30.83708,,,,4.0087520629107,1.471933327206621,1263,64.26881897284252,65.50810832571135,0.034042252919019855,-7.371638741829076
2023-11-15 02:17:16,3556,273.557951,40.13224,,,,3.0981714966337854,1.4360653829657761,1263,65.33269511477997,66.54707566344307,0.03405682203764754,-7.4671251457858
2023-11-15 02:17:48,3467,276.80996,37.033854,,,,3.098171496633903,1.3919157264051087,1263,66.57997904559747,67.76611587413412,0.03407139428828754,-7.5626628553666
2023-11-15 02:18:20,3465,269.047302,37.033854,,,,4.007127473283387,1.5621793994378825,1263,68.39006788295147,69.60922240501117,0.03408596967096483,-7.658251688213816
