tile_index,objname,P_Mstar,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
27421.0,WISEA J172713.10+185011.0,0.0025452191366621114,262.193376,19.0,,,
30394.0,WISEA J181617.32+273151.4,0.002085192033534691,273.893717,28.0,,,
35778.0,WISEA J180645.27+472554.4,0.0017866900031472182,271.966971,47.0,,,
31336.0,WISEA J183249.43+312718.4,0.001559448024655197,277.863821,31.0,,,
28779.0,WISEA J184142.44+224654.4,0.0013522863750020037,280.107657,23.0,,,
25356.0,WISEA J175527.33+124945.9,0.001212574713273605,269.229009,13.0,,,
35289.0,WISEA J190205.09+450617.9,0.0011068870230983485,284.933888,45.0,,,
31945.0,CGCG 173-014,0.0010655383739627282,278.83865,33.0,,,
27771.0,WISEA J181721.46+194255.4,0.0010340847759892802,274.473057,20.0,,,
35031.0,WISEA J184543.26+441240.3,0.0010218638982913218,281.27027,44.0,,,
32527.0,WISEA J173259.36+351613.7,0.0010046197187574977,263.473896,35.0,,,
32241.0,WISEA J182049.93+335311.1,0.0009751213021549063,275.008491,34.0,,,
26746.0,WISEA J180339.39+162818.4,0.0009537386706863099,270.603688,17.0,,,
35037.0,WISEA J191912.23+434600.0,0.0009307409742332609,289.611251,44.0,,,
28101.0,WISEA J175241.57+211422.8,0.0009052723638334036,267.766982,21.0,,,
26742.0,WISEA J174418.07+171105.2,0.0008365099404501277,266.420921,17.0,,,
25708.0,WISEA J180832.48+135827.0,0.0008219856390805149,272.064926,14.0,,,
27763.0,WISEA J174245.17+194822.2,0.0007912742858515216,265.959635,20.0,,,
31940.0,2MFGC 14239,0.0007232872570356883,272.876833,33.0,,,
31933.0,B2 1736+32,0.0007050016822527807,264.53029,33.0,,,
26744.0,2MFGC 14097,0.0006840363193328593,268.512305,17.0,,,
35781.0,WISEA J182408.84+464017.2,0.0006778632609917726,276.365808,47.0,,,
33698.0,WISEA J193448.84+390745.3,0.0006749179623925119,293.892801,39.0,,,
31025.0,WISEA J182641.63+293631.4,0.000634957470180168,276.836609,30.0,,,
30714.0,WISEA J183345.49+293130.4,0.0006230420662630306,278.59778,29.0,,,
31321.0,WISEA J172210.25+304508.1,0.0006069513255822141,260.36432,31.0,,,
29748.0,WISEA J174806.22+254804.2,0.0006061377058948334,267.258831,26.0,,,
25700.0,WISEA J173607.90+141218.5,0.0005992821227545761,263.820017,14.0,,,
32235.0,WISEA J175210.57+333916.3,0.0005970068215523843,267.771183,34.0,,,
24659.0,WISEA J182425.56+112546.6,0.000586955883884997,276.056139,11.0,,,
31934.0,WISEA J174140.57+323852.3,0.0005819332923964241,265.722654,33.0,,,
28440.0,WISEA J180742.26+213024.0,0.0005743657939723589,271.987479,22.0,,,
35045.0,WISEA J200406.25+441550.8,0.0005742051022588267,300.73256,44.0,,,
28775.0,WISEA J182326.50+231329.1,0.000573656734109613,275.762216,23.0,,,
32835.0,WISEA J185026.90+355838.6,0.000558991238267153,283.003655,36.0,,,
28444.0,WISEA J182453.59+222435.1,0.0005537413801726754,276.301618,22.0,,,
31022.0,WISEA J181351.17+295123.5,0.0005528084874723819,273.372508,30.0,,,
28103.0,WISEA J180051.84+205029.0,0.000530545719911285,269.909272,21.0,,,
27424.0,WISEA J174249.67+192031.6,0.0005143207637938474,265.366238,19.0,,,
33113.0,WISEA J180011.05+371739.9,0.0005138621420764774,269.689475,37.0,,,
33406.0,WISEA J183733.65+373813.9,0.0005082802630343144,279.927263,38.0,,,
36017.0,WISEA J174950.31+480431.6,0.0005059809264095282,267.324562,48.0,,,
27776.0,WISEA J183747.01+201556.5,0.0005038359608244432,279.793946,20.0,,,
25705.0,WISEA J175350.77+140253.9,0.0004992281297762544,268.973086,14.0,,,
33111.0,WISEA J174750.57+371529.3,0.0004963469467812629,267.185203,37.0,,,
34762.0,WISEA J175532.41+430709.6,0.0004667670031124258,269.256922,43.0,,,
31642.0,WISEA J183430.35+322355.9,0.0004649069059631508,278.16214,32.0,,,
30399.0,WISEA J183917.92+281216.7,0.0004643146646227836,279.556567,28.0,,,
36015.0,CGCG 253-024,0.00045147052127320276,264.335609,48.0,,,
34237.0,WISEA J184259.94+404121.5,0.0004498570507434695,280.437464,41.0,,,
28446.0,WISEA J183220.31+222012.1,0.0004443086407865055,278.458687,22.0,,,
33107.0,WISEA J173027.60+364518.1,0.0004354504261513168,262.176661,37.0,,,
24654.0,WISEA J180249.17+105256.0,0.00043508635923619114,270.962555,11.0,,,
34507.0,WISEA J184703.13+415113.3,0.0004272271350468738,281.881203,42.0,,,
31335.0,UGC 11232,0.0004270417588094145,276.697187,31.0,,,
33410.0,CGCG 201-045,0.0004263524253348116,285.003335,38.0,,,
26055.0,CGCG 113-013 NED01,0.0004158427281194582,270.220333,15.0,,,
33948.0,2MFGC 13797,0.0004151037566670718,259.126856,40.0,,,
32535.0,WISEA J181440.89+344146.0,0.00040818334724658154,273.240093,35.0,,,
30064.0,WISEA J172354.65+271710.0,0.00040817876927238156,260.704108,27.0,,,
27084.0,WISEA J174350.30+181829.1,0.0004077291833549932,265.840645,18.0,,,
32816.0,WISEA J171623.47+361525.6,0.00040660237901212474,259.518364,36.0,,,
27434.0,WISEA J182410.82+184608.7,0.0003939085140862889,275.942445,19.0,,,
34242.0,CGCG 229-019,0.00039015440365780605,287.062529,41.0,,,
30383.0,WISEA J172511.30+274804.9,0.0003896396863832085,261.435447,28.0,,,
36723.0,WISEA J184254.98+503946.7,0.00037809498465218226,280.118835,51.0,,,
28441.0,WISEA J181044.99+214902.1,0.00037542280199386497,273.066014,22.0,,,
37160.0,WISEA J181125.91+523519.1,0.0003751205453081382,273.400372,53.0,,,
33958.0,2MFGC 14231,0.00037480992041256353,272.180929,40.0,,,
33405.0,WISEA J183456.91+381349.0,0.0003699782056560631,278.658244,38.0,,,
26741.0,UGC 10941,0.0003632452396870343,265.375229,17.0,,,
26409.0,WISEA J183625.57+161647.4,0.00036243842779946266,278.720607,16.0,,,
30082.0,WISEA J184330.76+270610.2,0.0003613198463978998,280.90598,27.0,,,
29101.0,WISEA J180609.87+233847.7,0.00035481742663986114,271.862342,24.0,,,
28111.0,WISEA J183244.40+212655.3,0.00035206803833791697,278.478431,21.0,,,
29427.0,WISEA J180425.31+251205.0,0.00034817843188013407,270.760574,25.0,,,
35779.0,B3 1812+473,0.0003453475148972099,273.43325,47.0,,,
26400.0,2MFGC 14125,0.00034256839260104875,269.357912,16.0,,,
30072.0,WISEA J175715.71+264237.6,0.0003416994822733093,269.682718,27.0,,,
31024.0,WISEA J182406.85+302932.0,0.00033993755262976547,275.681909,30.0,,,
28112.0,WISEA J183932.37+205115.7,0.00033958336573496506,279.549576,21.0,,,
32239.0,WISEA J181218.67+334516.9,0.0003390380166616707,272.596055,34.0,,,
25710.0,WISEA J181555.27+133832.0,0.0003387117742014038,274.126154,14.0,,,
34506.0,WISEA J184015.32+421648.9,0.0003383309286374913,280.53557,42.0,,,
33124.0,CGCG 201-042,0.00033634702636275423,283.462967,37.0,,,
31641.0,WISEA J183004.93+322128.3,0.0003344968451642007,276.982961,32.0,,,
34240.0,MCG +07-39-006,0.00032814433029854936,284.412503,41.0,,,
36491.0,NGC 6582 NED02,0.00032765141896430903,272.98797,50.0,,,
34229.0,WISEA J175952.98+405620.5,0.0003269179207893659,269.83736,41.0,,,
35025.0,WISEA J181028.55+434341.3,0.00032490761567600463,272.929288,44.0,,,
36941.0,UGC 11102,0.00032037413554318747,271.532532,52.0,,,
29109.0,WISEA J184145.84+232856.6,0.0003179825513462197,280.619432,24.0,,,
29095.0,WISEA J174314.48+234913.1,0.0003172782367454282,265.294524,24.0,,,
29750.0,WISEA J175926.27+260253.9,0.00031323015275124244,269.484035,26.0,,,
35038.0,WISEA J192245.13+441417.6,0.0003108424714257314,291.001415,44.0,,,
34511.0,WISEA J190755.86+422420.3,0.000310441954825735,287.263734,42.0,,,
33125.0,WISEA J185909.51+363733.1,0.00030180256473840897,284.715103,37.0,,,
29416.0,WISEA J171313.93+245508.2,0.00029857794734206494,258.623416,25.0,,,
26395.0,WISEA J173833.43+160734.2,0.0002970700702306758,264.156415,16.0,,,
