Observation_Time,Tile_Index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-19 02:38:54,110189,272.099501,29.587959,,,,0.5291488647721269,1.856235598454548,45350,71.06255167512782,71.30295012385675,0.3506289128464084,26.88335830774097
2023-11-19 02:39:44,118122,265.496849,36.996063,,,,1.058289064110094,1.9974284413867829,45350,70.50695283684357,70.74707804234734,0.3506916956735582,26.80286252033309
2023-11-19 02:40:34,102892,274.065972,23.238156,,,,0.5291488647721269,1.9276449005797258,45350,70.23653169033022,70.47692124910647,0.35075448129963255,26.721883517043647
2023-11-19 02:41:24,122338,265.624851,41.229265,,,,1.058289064110094,1.9267610599062426,45350,69.71074510295344,69.95024523995951,0.35081726972123844,26.640423224178104
2023-11-19 02:42:14,89988,280.128621,12.655151,,,,0.5291488647721269,1.9471490052405764,45350,69.45549862345378,69.69484610500467,0.35088006093065277,26.55848356920523
2023-11-19 02:43:04,106589,272.357274,26.413058,,,,1.058289064110094,1.9593814255635862,45350,68.960594372316,69.1984109290049,0.3509428549334335,26.476066482582645
2023-11-19 02:43:54,108998,270.852211,28.529659,,,,0.5291488647721269,1.9896707099643585,45350,68.7210534964877,68.95828547780303,0.3510056517303787,26.393173895580603
2023-11-19 02:44:44,122848,266.336049,41.758415,,,,0.5291488647721269,1.9223068057760053,45350,68.48686396821817,68.72334048670675,0.3510684513162966,26.309807739962732
2023-11-19 02:45:34,118127,268.809517,36.996063,,,,0.5291481126994432,1.9178156774178055,45350,68.2580833541849,68.4936316803741,0.3511312536881845,26.22596994886909
2023-11-19 02:46:24,107202,275.962233,26.942208,,,,0.5291488647721269,1.8280601850288463,45350,68.03476767297356,68.26921329376704,0.3511940588496408,26.141662457001278
2023-11-19 02:47:14,103520,276.684171,23.767306,,,,0.5291488647721269,1.8733112047020553,45350,67.81697329172407,68.05013998553105,0.35125686679718554,26.056887199035767
2023-11-19 02:48:04,121828,267.72243,40.700115,,,,0.5291488647721269,1.9192519344313654,45351,67.77746463894026,67.83646546992628,0.3513196775266153,25.971646110152566
2023-11-19 02:48:54,109001,272.659068,28.529659,,,,0.5291488647721269,1.9634391086209657,45351,67.56628004262245,67.62824279551657,0.3513824910458856,25.88594112735961
2023-11-19 02:49:44,119737,268.581092,38.583514,,,,1.5874119312401143,1.9402428037958634,45351,66.96678742645369,67.03681716806376,0.35144530734607227,25.79977418610225
2023-11-19 02:50:34,109004,274.465926,28.529659,,,,0.5291488647721269,1.9010728857323502,45351,66.77848619140953,66.85106892449987,0.3515081264265761,25.71314722288371
