tile_index,objname,P_Mstar,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
114239.0,NGC 6504,0.04516423802921764,268.754213,33.292011,,,
111947.0,NGC 6575,0.044128056291356445,272.590152,31.17541,,,
103517.0,NGC 6623 NED02,0.04184834689953643,274.949612,23.767306,,,
109592.0,NGC 6518,0.04070603301038774,269.702358,29.058809,,,
114813.0,UGC 11167,0.030704892486498526,273.44726,33.821161,,,
108397.0,UGC 11060,0.03039923522392671,269.503296,28.000508,,,
115927.0,UGC 11041,0.028482382680537335,268.818114,34.879462,,,
105368.0,UGC 11156,0.027817121848777653,273.313057,25.354757,,,
114807.0,UGC 11076,0.027400851715822183,269.625664,33.821161,,,
110779.0,UGC 11129,0.026522199016524528,272.562473,30.11711,,,
109591.0,UGC 11046,0.02554514137898893,269.097007,29.058809,,,
106585.0,UGC 11082,0.02300621639248639,269.993968,26.413058,,,
115929.0,UGC 11087,0.0230001696449458,270.108163,34.879462,,,
109594.0,CGCG 171-048,0.022373301959562848,270.91306,29.058809,,,
107200.0,UGC 11194,0.020682082345642963,274.775084,26.942208,,,
115370.0,CGCG 199-032,0.020413508009546083,270.24894,34.350312,,,
113670.0,UGC 11058,0.020044304651284543,269.07984,32.762861,,,
117592.0,UGC 11199,0.019867557409391782,274.733116,36.466913,,,
104754.0,NGC 6599,0.019637314471192303,274.009148,24.825607,,,
115931.0,CGCG 200-003,0.01838478711296845,271.398212,34.879462,,,
117041.0,IC 1279,0.017946464806375073,273.00278,35.937762,,,
105976.0,UGC 11097,0.017166316171982367,270.390391,25.883907,,,
107806.0,CGCG 172-027,0.016138580092225973,275.836035,27.471358,,,
112521.0,CGCG 171-031,0.015689958297944374,269.161954,31.70456,,,
111366.0,UGC 11171,0.014545384927347232,273.570456,30.64626,,,
117043.0,NGC 6612,0.014100636947708325,274.30988,35.937762,,,
117039.0,CGCG 200-006,0.013385889002800204,271.695679,35.937762,,,
122351.0,CGCG 227-023,0.013280615103235732,274.771443,41.229265,,,
105981.0,NGC 6581,0.01290981129114782,273.331159,25.883907,,,
109593.0,CGCG 171-046,0.012663887116025924,270.307709,29.058809,,,
105980.0,UGC 11142,0.012378807604912936,272.743006,25.883907,,,
106586.0,2MFGC 14178,0.011620068757849293,270.584795,26.413058,,,
105367.0,UGC 11136,0.01156853636693721,272.727502,25.354757,,,
110192.0,ARK 538,0.010747128320639175,273.924999,29.587959,,,
104752.0,WISEA J181146.66+245705.2,0.010527700921108234,272.843093,24.825607,,,
108401.0,UGC 11127,0.009669064523622733,271.900507,28.000508,,,
110187.0,CGCG 171-049,0.008950209035810362,270.882502,29.587959,,,
111367.0,UGC 11195 NED01,0.00783433941091572,274.185511,30.64626,,,
119743.0,UGC 11132,0.0077440200859254064,272.642627,38.583514,,,
105370.0,WISEA J181745.48+252409.0,0.0076841207687489066,274.484166,25.354757,,,
109002.0,UGC 11161,0.007621875150606819,273.261354,28.529659,,,
109597.0,CGCG 172-007,0.005765711593647158,272.729112,29.058809,,,
120271.0,WISEA J180656.70+385510.4,0.0054350102904230065,271.77613,39.112664,,,
108997.0,UGC 11090,0.005357842909859442,270.249925,28.529659,,,
106588.0,WISEA J180556.48+262928.4,0.005319121722113931,271.766447,26.413058,,,
115368.0,UGC 11050,0.005011847809410492,268.967089,34.350312,,,
111369.0,CGCG 172-026,0.004627443984845778,275.41562,30.64626,,,
110191.0,UGC 11162,0.004598633417889481,273.316499,29.587959,,,
120272.0,WISEA J181011.29+385957.4,0.004275099223744804,272.458106,39.112664,,,
105979.0,UGC 11126,0.0032969175642970122,272.154852,25.883907,,,
118677.0,WISEA J182142.76+373717.0,0.003047474937936545,275.229888,37.525213,,,
112527.0,MRK 1121,0.0025685307983006798,272.893755,31.70456,,,
110780.0,UGC 11157,0.0019458947327199144,273.174207,30.11711,,,
116485.0,WISEA J180050.49+352233.4,0.0017431531823384702,270.230645,35.408612,,,
111358.0,UGC 11031,0.0015361554776201825,268.650021,30.64626,,,
113669.0,WISEA J175401.47+325159.3,0.0013684370394310857,268.450586,32.762861,,,
114810.0,UGC 11118,,271.536462,33.821161,,,
120273.0,CGCG 200-011,,273.140083,39.112664,,,
105365.0,2MASX J18072344+2519427,,271.556393,25.354757,,,
