tile_index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
32243,277.420927,34.0,0.0011727010162975757,17599390291169.42,20638822880.672066
30391,270.496007,28.0,0.005402356934183011,12238441943112.02,66116431694.96742
31024,275.681909,30.0,0.003147986958193889,12011203678390.553,37811112531.78393
29423,266.347062,25.0,0.0010950340366982364,10952374315981.414,11993222658.659214
31025,276.836609,30.0,0.0013494174368495258,10065376781868.123,13582394937.913212
30070,267.438066,27.0,0.0019676689358511285,9918850213609.621,19517013444.67998
30069,266.315739,27.0,0.0012832669137630187,9761820000038.998,12527020624.160156
30712,276.311072,29.0,0.0016404929939094347,9752262746510.582,15998518710.41459
30078,276.416675,27.0,0.0012896506663638723,9486784386461.592,12234637805.650572
31328,268.530754,31.0,0.004261908856900141,9331246919127.777,39768923890.552826
30707,270.594302,29.0,0.00552890700664982,8575401316453.878,47412596423.37594
29747,266.146229,26.0,0.001199796618089813,8447846443406.11,10135697592.940706
31942,275.26156,33.0,0.005104918994062556,8138317495128.232,41545451560.59172
29096,266.38916,24.0,0.0011529422906041424,8075766760832.669,9310893027.619213
28770,270.330414,23.0,0.0013938559538343785,8066170538887.922,11243079830.272387
32242,276.214709,34.0,0.002763365704945654,7738296918396.75,21383744318.98422
28440,271.987479,22.0,0.0014367148345257792,7699535783903.045,11062037279.69558
29103,274.051614,24.0,0.0022767539904356413,7494029367995.673,17062061268.026035
33682,273.304648,39.0,0.010735600401789037,7467256516593.49,80165482059.80289
29099,269.673069,24.0,0.0018634132506420333,7293725826422.52,13591225351.505737
34232,273.812399,41.0,0.006003264778868981,7237797169426.339,43450412823.81474
34497,268.424876,42.0,0.0015141614552488091,7048932437346.371,10673221797.282917
32537,275.681642,35.0,0.0031820593317513283,6884198004917.274,21905926503.17089
32241,275.008491,34.0,0.005735178959545317,6870113259052.881,39401329013.01339
31943,276.453923,33.0,0.002201346443972024,6679377634344.768,14703624203.311123
31934,265.722654,33.0,0.0012902300087864762,6575132878887.906,8483433752.099792
30074,271.92737,27.0,0.0045946721891579265,6474285866335.492,29747221214.70992
31020,271.063107,30.0,0.007476486162029924,6343164294612.696,47424580072.15413
33113,269.689475,37.0,0.006296703705504835,6327592054544.956,39842972336.77618
28769,269.244053,23.0,0.001176149126571761,6274234599621.616,7379435544.251286
30710,274.024364,29.0,0.00478489841493135,6269302727886.897,29997976685.390804
29756,276.159647,26.0,0.0012148568861334464,6210316619237.616,7544645909.949802
31021,272.217807,30.0,0.00797563756441079,6188770382838.089,49359389542.8764
29750,269.484035,26.0,0.0026952075280989164,6176394559864.356,16646665114.255608
31639,274.624605,32.0,0.006548508717032625,6110884332756.447,40017179321.83369
29746,265.033628,26.0,0.0009119233156857385,5973774590080.296,5447624331.345237
32825,270.642975,36.0,0.008244935011771074,5949921417992.527,49056715416.49318
27771,274.473057,20.0,0.000933538747187214,5836246033682.016,5448361810.559855
32827,273.115111,36.0,0.011930243059652696,5814275303889.868,69365717591.14217
29426,269.657196,25.0,0.002107432882915313,5809131416956.39,12242354569.270323
30396,276.158857,28.0,0.002054940560383419,5790888113484.002,11899930865.040495
33677,266.87085,39.0,0.0010728710604201626,5763027978598.104,6182985938.629613
28775,275.762216,23.0,0.0015134830195011437,5689121062675.793,8610388124.246115
30388,267.098297,28.0,0.0018617681299167455,5647006745957.41,10513417189.048374
32830,276.823315,36.0,0.002711568358976416,5644867162922.671,15306443189.606083
29430,274.070707,25.0,0.002537322413322439,5643259953053.703,14318769963.088097
28771,271.416774,23.0,0.0016566210772848609,5642412329464.7,9347339191.723192
34766,274.726232,43.0,0.0030420905193407157,5497666113660.43,16724397962.867111
31334,275.530554,31.0,0.002286973908997373,5494728196448.853,12566300022.310717
29105,276.240887,24.0,0.0011073817212519895,5487221054201.789,6076448295.892134
30394,273.893717,28.0,0.00532283727977312,5388300846293.008,28681048619.281475
33399,271.044135,38.0,0.010260570129246213,5387059109655.616,55274297785.01611
32538,276.902417,35.0,0.0014193113432940843,5319295169694.733,7549735972.677166
31023,274.527208,30.0,0.004492995302491459,5315725073224.742,23883527783.33483
30077,275.294349,27.0,0.0020485996060127056,5213859947330.203,10681111433.90608
29104,275.146251,24.0,0.001685179437133609,5143117740266.875,8667076258.654812
32240,273.802273,34.0,0.009100712803403506,5093247087954.164,46352178984.24208
34501,273.807407,42.0,0.004513045721510275,4964488073913.982,22404961661.466286
34767,276.09356,43.0,0.0014450154057504307,4961891905254.558,7170010244.761192
29098,268.578433,24.0,0.001547922233227296,4893230602613.108,7574340442.09303
28772,272.503134,23.0,0.001961021240571663,4832529631962.417,9476693253.970263
34499,271.116141,42.0,0.005706337485599925,4775945577827.432,27253157279.941868
34763,270.62425,43.0,0.0028565029600418354,4716779536646.205,13473494708.294641
28106,273.122706,21.0,0.001248786613214011,4672309187854.702,5834717166.58978
34227,267.187334,41.0,0.0009167690212662621,4640951113878.902,4254680210.41533
29755,275.047045,26.0,0.002545101894683526,4636383642628.286,11800068793.33296
31640,275.803783,32.0,0.0032433215385239203,4615546488379.804,14969701337.820663
29752,271.709239,26.0,0.0040916653235926045,4614603388619.382,18881412667.34685
34500,272.461774,42.0,0.005899430008736455,4596400490661.577,27116142986.779873
31641,276.982961,32.0,0.001450817041039483,4550416500797.65,6601821803.184485
28107,274.193851,21.0,0.0012844668119404666,4504594550200.926,5786002200.980984
31635,269.907891,32.0,0.0063784560525179,4483795542062.549,28599692813.521645
31022,273.372508,30.0,0.007457608359150217,4463663641257.326,33288255283.47553
28108,275.264996,21.0,0.0011143840623470762,4445911707959.7295,4954453149.952591
33954,266.9593,40.0,0.0013041684313094858,4398483287150.342,5736363048.743852
31335,276.697187,31.0,0.0012476082397489669,4375772982909.617,5459250428.748954
28776,276.848576,23.0,0.0009024893253626018,4320054290057.6787,3898802881.763968
33957,270.875522,40.0,0.008032920551163544,4215772786159.139,33864967852.973743
35024,271.539124,44.0,0.0030347741300332416,4208967823838.497,12773266665.927382
32535,273.240093,35.0,0.010605307628268501,4205076157899.319,44596126254.81965
31636,271.087069,32.0,0.00932705291172038,4190994642622.739,39089628784.47893
32828,274.351179,36.0,0.009595143961486861,4189077553920.247,40194802195.698006
28104,270.980417,21.0,0.000853081280834099,4178494182238.658,3564595168.9419856
34498,269.770509,42.0,0.003399246081011301,4093433993423.3467,13914589460.02275
34229,269.83736,41.0,0.004101645452601097,4074432012660.129,16711875536.659754
30704,267.164239,29.0,0.001807994708394022,4033685493450.191,7292882027.483675
33955,268.264707,40.0,0.0027317278550650194,4024388990268.1323,10993535504.332445
29427,270.760574,25.0,0.0025478209853998365,3979126139104.702,10138101080.763988
30703,266.020885,29.0,0.0013439353332025867,3946909508239.8765,5304391145.076816
32536,274.460867,35.0,0.006763827758707079,3933093656874.3057,26602768053.961163
30390,269.363437,28.0,0.0035611458858463827,3927615573031.45,13986812039.087132
29431,275.174085,25.0,0.0017366806257128745,3925477921291.416,6817301452.570451
34502,275.15304,42.0,0.0024509580608086338,3905790748489.2725,9572929318.84157
29102,272.956978,24.0,0.0026485168471619106,3870058213967.6763,10249914379.190725
33679,269.444369,39.0,0.0054500714732672794,3805047060873.064,20737778440.90379
28442,274.144549,22.0,0.0016287472881406613,3719076843131.95,6057436322.637896
29751,270.596637,26.0,0.003313308180421082,3694065189793.5034,12239576412.351572
32530,267.13622,35.0,0.0023451648318766685,3677870086040.4253,8625211581.993223
33118,275.950153,37.0,0.004331186944636405,3667017421273.531,15882537980.774172
33119,277.202289,37.0,0.0017323168172602979,3665284693664.539,6349434314.88184
31935,266.915017,33.0,0.0018454700267221224,3654382740038.887,6744053812.912428
34765,273.358905,43.0,0.004385989381760652,3602899997131.447,15802281130.964008
33397,268.506099,38.0,0.004115929106782564,3599030827294.132,14813355738.267647
34764,271.991577,43.0,0.004637490289351343,3569873929497.733,16555255682.25426
29424,267.45044,25.0,0.0013991443683855713,3569426310903.2417,4994142721.267556
