Observation_Time,Tile_Index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-15 02:11:56,3171,259.813291,27.738694,0.0043730056075148,131669005274845.95,575789298402.7972,0.0,1.965735014214906,1263,43.21481360398419,44.30055346091778,0.0339112718039602,-6.514600237414296
2023-11-15 02:12:28,3272,260.242141,30.83708,0.0043659525920664,90083064225206.4,393298387755.33167,3.098369578562193,1.885152570827496,1263,44.86927874680983,45.90462961165817,0.03392581273355333,-6.6096165872567685
2023-11-15 02:13:00,2746,275.995692,15.345147,0.005034742367876,83882392718868.72,422326236540.508,7.58526633115706,1.616660195580981,1263,44.18262973440946,45.34250388494923,0.03394035679200408,-6.7046859114516355
2023-11-15 02:13:32,2633,273.529854,12.24676,0.0021929544511803,79841141889838.9,175087987494.64175,3.098358990881506,1.7680285627490233,1263,45.55945285999311,46.67584215409279,0.033954903987770235,-6.799808020168942
2023-11-15 02:14:04,2745,272.782762,15.345147,0.0042036095661997,68124915864922.66,286370548026.33966,3.0983580265589987,1.7299516874960394,1263,47.10446439156663,48.17426136314121,0.033969454312574754,-6.894982728338062
2023-11-15 02:14:36,3373,275.906711,33.935467,0.028832288328023,66630282674252.05,1921103521441.711,3.098358026558881,1.4113020005382821,1263,48.80161440737794,49.82277692761646,0.03398400776925564,-6.990209848721841
2023-11-15 02:15:08,3374,279.641206,33.935467,0.0071689702191156,65766307200581.41,471476697742.182,12.187642183257605,1.3454024502059725,1263,46.07013818719152,47.2718545857225,0.03399856435978593,-7.085489194880923
2023-11-15 02:15:40,3176,277.316728,27.738694,0.0105899933086058,65093474332978.81,689339457620.1516,3.0983451559922335,1.4357141136105573,1263,47.236366976697816,48.40046160828735,0.03401312408115237,-7.180820582289612
2023-11-15 02:16:12,3068,263.761352,24.640307,0.0112085322270753,55476883173514.58,621814432908.0304,3.098344207394972,1.9065410815733144,1263,48.582987717930905,49.70542316633445,0.03402768693404601,-7.276203826023743
2023-11-15 02:16:44,3725,282.548049,46.329014,0.0025293899965469,54499314221267.08,137850020209.93994,3.0983451559922335,1.2826051084094818,1263,50.09539801231093,51.173182303860074,0.034042252919019855,-7.371638741829076
2023-11-15 02:17:16,3276,274.676264,30.83708,0.0275289054489376,52234836927004.42,1437967886904.1838,3.098344207394972,1.4749595619381006,1263,51.75900033317786,52.790084125057504,0.03405682203764754,-7.4671251457858
2023-11-15 02:17:48,3277,278.284795,30.83708,0.0083684630933559,51043781049204.56,427157997855.6078,13.906680164629204,1.4014846014940239,1263,48.58267034481581,49.805324038648415,0.03407139428828754,-7.5626628553666
2023-11-15 02:18:20,3069,267.170132,24.640307,0.0160721714135961,50647010922149.09,814007441127.0558,3.0983285011391195,1.7880880364518672,1263,49.621720672444354,50.810389017824825,0.03408596967096483,-7.658251688213816
2023-11-15 02:18:52,3173,266.814666,27.738694,0.0195016314886163,49699315278045.68,969217731789.006,3.0983275710429403,1.7498802169688594,1263,50.845664635989785,51.99602374225329,0.03410054818320257,-7.753891463203101
