tile_index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
108398,270.102599,28.000508,0.0008730103732035911,8176484508807.604,7138155792.527507
120274,273.822059,39.112664,0.0025002326281599978,6032209642691.777,15081927368.559343
122349,273.364275,41.229265,0.001512594637680518,4477488604755.672,6772625253.829053
122348,272.660691,41.229265,0.002136241318783306,4477488604755.672,9564996161.860481
109599,273.939814,29.058809,0.0022442116991471697,3598651035248.157,8076134754.451988
114816,275.358058,33.821161,0.0008425277158816638,3356569477065.337,2828002814.709969
111364,272.340348,30.64626,0.005887490934408477,3226212025504.26,18994294052.63594
117042,273.65633,35.937762,0.004927183633586869,3104208211834.156,15295003896.595211
107195,271.807211,26.942208,0.0008424246806510106,3074679963773.522,2590186286.5859704
110186,270.274002,29.587959,0.0014572638938661706,3059978802935.033,4459196625.51305
109594,270.91306,29.058809,0.0017174299053913107,2989510946630.7134,5134275502.238274
118129,270.134585,36.996063,0.003703300114562217,2960384361169.513,10963191743.867254
107803,274.046837,27.471358,0.0007709869468121267,2956204251877.443,2279194890.308017
117586,270.785217,36.466913,0.005657089722666256,2851270138927.1543,16129890999.469994
118671,271.22666,37.525213,0.006378049022742733,2839186687077.7847,18108471874.900642
112523,270.405887,31.70456,0.0028420543698538404,2820451453449.7065,8015876378.237354
123860,271.812262,42.816716,0.0007524718441139597,2818107686166.976,2120546687.5217886
114815,274.721125,33.821161,0.0018798525070025092,2746044615521.1733,5162158854.828219
110778,271.95074,30.11711,0.002855347218847543,2541044579812.211,7255564573.93442
123360,271.497149,42.287566,0.0008858451545026096,2539525553418.7734,2249626406.2315784
116492,274.775267,35.408612,0.0017887023407179236,2345938522005.3604,4196185725.491334
110782,274.397673,30.11711,0.001409065204191478,2338720173266.123,3295409218.489959
117587,271.4432,36.466913,0.007960429032323945,2324006227824.43,18500086647.27525
113680,275.372374,32.762861,0.0008873374028016481,2314519612484.7085,2053759821.6756582
110191,273.316499,29.587959,0.0025439750274951663,2259598560638.011,5748362310.427123
110781,273.78594,30.11711,0.002670013785494636,2252436387574.046,6014036205.772442
110777,271.339007,30.11711,0.003625988326892533,2212686694170.6255,8023176124.133117
115375,273.453569,34.350312,0.006511333773402976,2210992588721.667,14396510715.687065
114249,275.084641,33.292011,0.0007880606385418364,2189311402034.8552,1725310141.4545112
112522,269.783921,31.70456,0.002224423135224928,2110321987761.1404,4694249052.349738
117043,274.30988,35.937762,0.0026119318133980135,1996092267905.457,5213656897.020054
107797,270.468441,27.471358,0.0008363316803487594,1987866325185.9485,1662515584.0514777
107196,272.400786,26.942208,0.0014292602061068845,1980284539355.6995,2830341888.869804
110187,270.882502,29.587959,0.0020624847310206826,1944078677641.5215,4009632588.538518
120800,274.519248,39.641814,0.0012869680013918089,1937411658765.4973,2493386810.3546214
109004,274.465926,28.529659,0.0011565669347678022,1932672285711.749,2235264861.3963194
115929,270.108163,34.879462,0.0034529523039854,1931097226267.4172,6667986616.659893
119213,274.263777,38.054363,0.0025025428787439174,1894675009373.9863,4741505452.242934
122350,274.067859,41.229265,0.0008809195982072919,1875830833662.2512,1652456144.2945998
118127,268.809517,36.996063,0.0010727236625024117,1789847564294.2292,1920011834.4907265
114812,272.810327,33.821161,0.005785962886555612,1784364585439.361,10324267267.436335
118128,269.472051,36.996063,0.001375039238175522,1767242161106.3062,2430027314.879278
122857,272.720246,41.758415,0.001275031347141276,1758676110544.2258,2242367170.412384
114805,268.351799,33.821161,0.0008709943396250492,1688426458207.9827,1470609887.9723225
109593,270.307709,29.058809,0.0015200613307219217,1670939973343.747,2539931239.4373484
110774,269.503807,30.11711,0.0007813213942682394,1649767686654.6418,1288998789.1556928
110783,275.009407,30.11711,0.0008740694364553988,1646881764115.3833,1439489015.469006
119208,270.903778,38.054363,0.004966108400693789,1577633231094.8064,7834697642.1536045
111363,271.725293,30.64626,0.00321339029020816,1552761158435.9263,4989627629.53038
105980,272.743006,25.883907,0.0008062616737917672,1523974865502.473,1228722525.8766072
114247,273.818556,33.292011,0.004581990680094548,1521058163641.0286,6969474329.68492
108399,270.701901,28.000508,0.0010057022208417722,1516903812814.3745,1525553533.3507683
122858,273.429601,41.758415,0.0009202045869242316,1507591344713.658,1387292470.6127784
114814,274.084193,33.821161,0.00373572780039284,1493595811134.8977,5579667394.206931
118669,269.892251,37.525213,0.002862016184140693,1489783246766.083,4263783763.1061974
121317,271.796094,40.170965,0.003352513660389392,1488760960354.45,4991091456.642724
109600,274.545165,29.058809,0.0011323609003589044,1487586997667.195,1684485352.0406244
115937,275.268358,34.879462,0.0008844756297980794,1483324321079.436,1311964213.0815427
111366,273.570456,30.64626,0.002858461635848202,1483267822715.4062,4239864166.9200807
114245,272.55247,33.292011,0.008736303616220215,1468536946419.345,12829584635.556314
115934,273.333285,34.879462,0.0049310378791421975,1466611179082.0486,7231915278.026982
110189,272.099501,29.587959,0.0024918628546564603,1453764220674.7566,3622581060.9280233
120268,269.7302,39.112664,0.0012972188933536503,1445970899153.1416,1875740769.621021
117592,274.733116,36.466913,0.0015874304797813634,1443258372858.8325,2291072331.2757664
119207,270.231778,38.054363,0.002970683830276956,1440638083247.5242,4279680259.1846075
123361,272.212432,42.287566,0.0009973697448213226,1435328193928.2463,1431552914.5130649
121315,270.411107,40.170965,0.001638455219840437,1429783480546.4614,2342636206.9429774
112528,273.515722,31.70456,0.002970862014057555,1427622131692.058,4241268361.4718075
117585,270.127234,36.466913,0.004153698644587613,1397160326631.3809,5803382955.000354
