Observation_Time,Tile_Index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-16 03:21:26,31025,276.836609,30.0,0.0015335361716007,10065376781868.123,15435619375.785212,0.9999950770127467,1.9765481042296649,11022,59.107807970638525,59.169122273098644,0.08736022137216398,-9.371388421159848
2023-11-16 03:26:29,34764,271.991577,43.0,0.0038107401151347,3569873929497.733,13603861789.110718,0.9999959341681516,1.973242497333759,11022,59.185380017795325,59.25061309946781,0.08757922336971874,-10.265292257565486
2023-11-16 03:31:32,32830,276.823315,36.0,0.0023511148246254,5644867162922.671,13271730869.789127,0.9999950770127467,1.9603465188649407,11022,59.28372625415011,59.3509243944184,0.08779848438171933,-11.163710699417072
2023-11-16 03:36:35,34502,275.15304,42.0,0.0024173586134573,3905790748489.273,9441696908.222467,1.9999635129024385,1.96630117032628,11022,59.54230480349887,59.6117129966341,0.08801800429718437,-12.066500386928245
2023-11-16 03:41:38,33686,278.451686,39.0,0.0010944305709028,6569649434114.957,7190025180.809762,0.9999950770127467,1.9393779136984386,11022,59.70226691131368,59.76876778238408,0.08823778301075552,-12.973522143493476
2023-11-16 03:46:41,33121,279.70656,37.0,0.0007970811355151,5910218650874.063,4710923793.381764,5.87349879514714,1.9794969567567031,11022,60.058541244017384,60.118182068164515,0.08845782041457012,-13.884640846578192
2023-11-16 03:51:44,35535,277.711656,46.0,0.0008448842497188,4277986747953.176,3614403623.8516974,0.9999947018978174,1.9432583545164948,11022,60.11852068109009,60.178215450624954,0.08867811640710993,-14.799725297086505
2023-11-16 03:56:47,35285,279.277033,45.0,0.0006285647565037,5572196452839.773,3502486306.570404,1.9999605121560884,1.9489455191849958,11022,60.30096305495047,60.35718922789153,0.08889867087284808,-15.718648095548188
2023-11-16 04:01:50,33689,282.311964,39.0,0.0003171289795577,9213351055267.654,2921820618.4641223,0.9999955499334038,1.990058585627464,11022,60.42323577503932,60.47470353486122,0.08911948370885558,-16.641285511682167
2023-11-16 04:06:53,35286,280.691247,45.0,0.0004022888807091,5335107009202.451,2146254227.195508,0.9999947018978174,1.992675531954702,11022,60.56604791499774,60.6108657210818,0.08934055480046926,-17.56751736478716
2023-11-16 04:11:56,35287,282.10546,45.0,0.0003177547590999,5484955745605.124,1742870791.618696,0.9999947018978174,1.9866502448829597,11022,60.729253420943635,60.76554877805239,0.08956188404671411,-18.497226896990558
2023-11-16 04:16:59,35539,283.469883,46.0,0.0002538045234669,5786031020770.002,1468520845.9917014,0.9999955499334038,1.9645569564116252,11022,60.91268711118953,60.938609946852374,0.08978347133728504,-19.43030065705652
2023-11-17 02:20:05,30074,271.92737,27.0,0.0028463716768973,6474285866335.492,18428223918.07417,10.532671660225327,1.6658586372262711,11035,62.890934794126004,62.936320837369344,0.15635833145343403,10.355058950307468
2023-11-17 02:25:08,30710,274.024364,29.0,0.0028004641995977,6269302727886.897,17556957845.887714,3.999657121117674,1.612758728478888,11035,61.94492665155355,62.003562479160806,0.15664337151635493,9.633353168585886
2023-11-17 02:30:11,32239,272.596055,34.0,0.0053488256403189,3276163886817.3857,17523629399.695816,0.99999440149093,1.6300461779688746,11035,61.75802974147919,61.822717724765425,0.15692863366143867,8.901941362646866
2023-11-17 02:35:14,30394,273.893717,28.0,0.0032421087075779,5388300846293.008,17469457092.816284,0.99999440149093,1.7104058661967831,11035,61.59136881903274,61.660227451871265,0.157214117724496,8.161104864623004
2023-11-17 02:40:17,31022,273.372508,30.0,0.0038804892912614,4463663641257.326,17321198959.691975,0.9999952401478444,1.73997111020356,11035,61.44511004711542,61.51623885955857,0.15749982355845488,7.411118578652514
2023-11-17 02:45:20,31635,269.907891,32.0,0.0037665344584315,4483795542062.549,16888370413.740438,0.99999440149093,1.8844295211658777,11035,61.31940107676367,61.390884093584816,0.15778575098401326,6.6522509490407975
2023-11-17 02:50:23,33400,272.313153,38.0,0.0053584352175241,2905053266584.62,15566539732.45058,0.99999440149093,1.7453746166464734,11035,61.21436959325866,61.284278921814945,0.15807189984006909,5.884763962730068
2023-11-17 02:55:26,31939,271.68447,33.0,0.0053914718883862,2827890599981.08,15246492673.229853,1.999957520395136,1.8961456448910607,11035,61.066748665799516,61.128061650956056,0.15835826997527191,5.108913162710361
2023-11-17 03:00:29,30712,276.311072,29.0,0.0015611242237132,9752262746510.582,15224493609.593796,0.99999440149093,1.8363296892597194,11035,61.024311757754504,61.07917612301265,0.15864486120734622,4.324947674063852
2023-11-17 03:05:32,33679,269.444369,39.0,0.0039528049664891,3805047060873.064,15040608919.943996,0.99999440149093,1.9795479761761288,11035,61.00285651057628,61.04933517502752,0.15893167338790798,3.53311025959605
2023-11-17 03:10:35,32536,274.460867,35.0,0.0037675642049017,3933093656874.3057,14818182876.16589,8.257510436357304,1.899755477110798,11035,62.78582294021314,62.89359602363389,0.15921870635000862,2.7336373730225776
2023-11-17 03:15:38,33401,273.582171,38.0,0.005098543177481,2857947771856.309,14571370113.79514,0.9999942679730437,1.9312622401026764,11035,62.61581138710866,62.720538299917344,0.15950595992017813,1.9267592331001717
2023-11-17 03:20:41,31943,276.453923,33.0,0.0020209969335154,6679377634344.768,13499001716.80228,0.9999942679730437,1.9633380111969732,11036,62.60609115746383,62.56598081887996,0.159793433944865,1.11269991027417
2023-11-17 03:25:44,34765,273.358905,43.0,0.0035716329746497,3602899997131.447,12868236434.120045,0.9999942679730437,1.950381779480711,11036,62.45776137309986,62.43006294495788,0.16008112825474136,0.2916774140479135
