tile_index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
10999,271.032613,36.439709,0.07600004047850578,12488017939778.516,949089868919.4735
11000,273.185614,36.439709,0.06430158128873648,10200458749271.514,655905627448.6854
10660,271.894887,32.975607,0.07345012389859498,7746554419306.61,568985381885.279
10832,272.158332,34.707658,0.08954655899389673,6269052832074.897,561372109263.2501
11163,270.02272,38.17176,0.04256707067460939,12783798066874.004,544168835802.5606
10306,271.048809,29.511506,0.02879132874787087,17383680414475.213,500499257661.08
10661,273.95955,32.975607,0.038549350950326466,12074070238271.195,465447571014.0082
10485,272.260903,31.243557,0.049610615595952506,8725613573042.551,432883060811.0397
11324,273.010942,39.903811,0.033747591696863685,12574754049667.256,424367665356.6537
10307,273.039084,29.511506,0.027014435948060616,14748711374883.055,398428118753.2113
11164,272.225894,38.17176,0.06387833094405622,6124869034011.238,391246411143.5718
10484,270.235042,31.243557,0.03337997644848133,10829925868548.104,361502670430.9344
10833,274.265276,34.707658,0.02407114142073204,14272718921628.5,343560635620.87775
10831,270.051388,34.707658,0.05395758602314089,4952276509803.713,267212885788.11374
11323,270.753088,39.903811,0.02771408660450938,8807871201878.83,244102105290.234
11480,272.98521,41.635861,0.014524693932390788,15930144576359.137,231380474270.35156
10124,270.216997,27.779455,0.009211328208227558,19317235589763.0,177937397092.96124
10486,274.286764,31.243557,0.014652112109595992,11940596937088.293,174954964977.7162
10659,269.830224,32.975607,0.03077536857581847,5243445997157.702,161368983169.92828
10125,272.174674,27.779455,0.01785091076528009,8260002993314.383,147448576354.6015
10483,268.209181,31.243557,0.008604979424799552,15590798078084.37,134158496678.12039
10998,268.879613,36.439709,0.015392818066137716,8124735631730.778,125062577414.69835
10126,274.13235,27.779455,0.01104909772796908,10960259748469.547,121100981084.76582
11479,270.667721,41.635861,0.010739151657386918,9851107045009.834,105792532549.5133
11165,274.429068,38.17176,0.01539835727100208,6417319313780.949,98816175515.70096
10305,269.058533,29.511506,0.008579006757943415,8976979035606.684,77013563812.3861
11001,275.338614,36.439709,0.009397561463994938,7858210530533.664,73848016457.70238
9940,272.930548,26.047404,0.008716043044558893,7503227361670.922,65398452657.435814
