tile_index,RA,Dec,tile_prob,tile_Mstar,tile_Mstar*tile_prob
33115,272.193746,37.0,0.005461899981309767,2338926637427.1885,12774983357.248478
33116,273.445882,37.0,0.005409668735258956,1799156377947.3496,9732840007.623522
31939,271.68447,33.0,0.005391471888386297,2827890599981.08,15246492673.229853
33682,273.304648,39.0,0.005369665924397173,7467256516593.49,40096672865.8848
33400,272.313153,38.0,0.005358435217524143,2905053266584.62,15566539732.45058
32239,272.596055,34.0,0.005348825640318948,3276163886817.3857,17523629399.695816
32534,272.019318,35.0,0.005335766675439048,2467954284873.8813,13168428229.737062
32826,271.879043,36.0,0.0053076275924450215,3539839043560.549,18788147380.416164
33114,270.94161,37.0,0.005192020698710315,1020215507261.5189,5296980030.84705
33401,273.582171,38.0,0.005098543177481045,2857947771856.309,14571370113.79514
32827,273.115111,36.0,0.005073765472909059,5814275303889.868,29500269286.864243
32533,270.798544,35.0,0.005028917863392784,1921301083536.9,9662065339.954628
32238,271.389837,34.0,0.0050199980482038015,1654547206525.725,8305823747.420192
33399,271.044135,38.0,0.004898198104773636,5387059109655.616,26386882721.218693
33958,272.180929,40.0,0.004879383816257159,2909265382396.2275,14195422424.061348
32535,273.240093,35.0,0.004802214169339333,4205076157899.319,20193676308.615112
33959,273.486336,40.0,0.0046749604059052935,1741599997820.5625,8141911032.735875
33680,270.731128,39.0,0.00466176610843829,2450003711774.946,11421344269.100454
33681,272.017888,39.0,0.004651926118473223,672212848434.0679,3127084506.8037224
31636,271.087069,32.0,0.004609878916452429,4190994642622.739,19319977841.991646
32828,274.351179,36.0,0.004605018573977913,4189077553920.247,19290779943.6367
34230,271.162373,41.0,0.004553475595597416,1604773763719.4583,7307298169.551568
33957,270.875522,40.0,0.004447225112494417,4215772786159.139,18748490603.177483
31330,270.86402,31.0,0.0044341849860798956,2178913250575.7742,9661704421.67364
31938,270.492107,33.0,0.004381835002148051,2137434859206.3862,9365886880.881935
32240,273.802273,34.0,0.004369598536366818,5093247087954.164,22255445020.879074
32825,270.642975,36.0,0.004322587909488489,5949921417992.527,25719058383.821106
31638,273.445426,32.0,0.004301539776356978,2170099071124.154,9334767473.075878
33398,269.775117,38.0,0.004299383236193088,2791388865770.3477,12001250495.189072
31940,272.876833,33.0,0.004249257737840708,2866133356919.5054,12178939344.573572
34231,272.487386,41.0,0.004220689586953215,2423245446758.615,10227766823.765879
33956,269.570114,40.0,0.004206832622065436,2447146610535.076,10294736192.17582
32532,269.577769,35.0,0.004191501061069977,2924723722986.8745,12258982588.236017
32237,270.183619,34.0,0.0041782847207878365,1068398805796.3103,4464074405.966695
31637,272.266248,32.0,0.0041367312905410325,1207840207139.5098,4996510378.847572
33117,274.698017,37.0,0.004124963043108031,1439175153166.6755,5936544319.371876
34499,271.116141,42.0,0.004067084609065248,4775945577827.432,19424174753.31518
31941,274.069197,33.0,0.004063706866799379,2796193817483.154,11362912017.008263
31332,273.197287,31.0,0.004051219375758643,2654846384342.77,10755365111.912207
31020,271.063107,30.0,0.0040336373294243945,6343164294612.696,25586024285.42173
31937,269.299743,33.0,0.004020009356770503,1426839671754.3108,5735908831.063682
34232,273.812399,41.0,0.003999134421807298,7237797169426.339,28944923798.312298
31021,272.217807,30.0,0.00398796345586993,6188770382838.089,24680590123.528454
34500,272.461774,42.0,0.0039865950572338426,4596400490661.577,18323987477.138653
33679,269.444369,39.0,0.003952804966489152,3805047060873.064,15040608919.943996
33113,269.689475,37.0,0.003947073214773364,6327592054544.956,24975469112.507153
31329,269.697387,31.0,0.003922687876697695,3022730876291.13,11857229762.947014
31022,273.372508,30.0,0.0038804892912614117,4463663641257.326,17321198959.691975
31331,272.030654,31.0,0.003830313703216043,2749166250929.684,10530169163.355043
33683,274.591407,39.0,0.003815570682577264,1365776482560.713,5211216705.812154
34764,271.991577,43.0,0.003810740115134746,3569873929497.733,13603861789.110718
32536,274.460867,35.0,0.003767564204901783,3933093656874.3057,14818182876.16589
31635,269.907891,32.0,0.003766534458431567,4483795542062.549,16888370413.740438
31639,274.624605,32.0,0.003664758340401948,6110884332756.447,22394914325.700783
32236,268.977401,34.0,0.0035918095203979375,2162696435612.2302,7767993647.162694
34765,273.358905,43.0,0.0035716329746497168,3602899997131.447,12868236434.120045
30709,272.88101,29.0,0.0035715077383587602,3350264342738.217,11965495025.636967
30391,270.496007,28.0,0.003558272148275741,12238441943112.02,43547707104.46514
32824,269.406908,36.0,0.0035471025275086716,3132427673958.3086,11111042119.535625
32241,275.008491,34.0,0.0034887654327093003,6870113259052.881,23968213656.981525
34501,273.807407,42.0,0.003432366246314606,4964488073913.982,17039941295.133764
32829,275.587247,36.0,0.003427478972502119,1527489584373.5762,5235438431.156434
30707,270.594302,29.0,0.0033753275465860707,8575401316453.878,28944788286.45723
30073,270.805044,27.0,0.003332630233473147,2505766000185.2017,8350791530.226283
33397,268.506099,38.0,0.0033275650816908765,3599030827294.132,11976009308.832981
31942,275.26156,33.0,0.0033113862704032995,8138317495128.232,26949112817.550602
30392,271.628577,28.0,0.003306289066059813,1325564187211.041,4382698378.536328
30393,272.761147,28.0,0.0032859310462649083,1531901416561.589,5033722424.496918
30708,271.737656,29.0,0.0032597749419659653,1977800902640.0574,6447185822.623727
32531,268.356995,35.0,0.0032594008796925735,1481067489141.5938,4827392676.992182
30394,273.893717,28.0,0.0032421087075779663,5388300846293.008,17469457092.816284
31018,268.753705,30.0,0.003226568378120468,3134380477294.659,10113292933.037086
33118,275.950153,37.0,0.0031957483993218126,3667017421273.531,11718865054.320087
34229,269.83736,41.0,0.003162777456621668,4074432012660.129,12886521718.179106
31333,274.363921,31.0,0.003161727048562962,2378850884864.9043,7521277187.175304
34498,269.770509,42.0,0.0030886641989160716,4093433993423.3467,12643243026.112738
33112,268.437339,37.0,0.0030783875872048803,3112419027111.8667,9581232099.24146
33402,274.85119,38.0,0.00307231504406302,1747874873837.8777,5370022270.031865
