Observation_Time,Tile_Index,RA,Dec,Tile_Probs,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-15 02:12:14,690,269.368102,33.401783,0.1682204772752655,0.0,1.5486464217043416,239,47.1008381621303,43.76694804264682,0.03391945068847618,-6.568040648129282
2023-11-15 02:13:04,731,268.570759,40.257437,0.1283264978513785,6.855441255049643,1.5177873974039862,239,50.76213249146786,47.24263892836311,0.03394217502073349,-6.716573534702641
2023-11-15 02:13:54,646,268.689714,26.546128,0.1043379052233525,12.371806305315998,1.6637835274590687,239,51.738668838765975,48.65682027451605,0.03396490699671739,-6.865235236576343
2023-11-15 02:14:44,732,277.55414,40.257437,0.0835740811969133,6.855129724135421,1.3531752724184634,239,54.75852833450467,51.42502544111282,0.033987646624846546,-7.014025038854899
2023-11-15 02:15:34,691,277.580132,33.401783,0.0779436733840132,14.407977652964064,1.387149683944167,239,56.354056293337266,53.65827250575925,0.03401039389434701,-7.16294223480738
2023-11-15 02:16:24,647,276.353304,26.546128,0.072449498848828,6.854632677983699,1.472783891130261,239,58.48533613040069,55.46564511239162,0.03403314881215436,-7.311986117025119
2023-11-15 02:17:14,599,274.822955,19.690474,0.0478958578693404,6.854632677983806,1.6082246860616505,239,61.428715083771706,58.15819480055666,0.03405591137888536,-7.461155983153057
2023-11-15 02:18:04,768,268.940757,47.113092,0.0469987701976859,14.820225196184396,1.5025358600117575,239,63.03750473373272,60.41351588089589,0.03407868158711569,-7.610451136487002
2023-11-15 02:18:54,598,267.541531,19.690474,0.0424311714312725,6.853873418078428,1.8864035047074459,239,65.07951649044209,62.13753677196513,0.034101459445661064,-7.759870879672733
2023-11-15 02:19:44,689,261.156073,33.401783,0.0289563124222417,6.853874252258005,1.8728694841233513,239,67.95591700593806,64.75939631963898,0.03412424494638955,-7.909414523163959
2023-11-15 02:20:34,769,279.014403,47.113092,0.0263583651309873,9.939700568349695,1.34274456725693,239,71.28799469850702,68.47189813415439,0.03414703809454178,-8.059081377546509
2023-11-15 02:21:24,549,271.247349,12.834819,0.0116824189117667,6.852718282703317,1.9292687506241069,239,74.01055889052033,70.92703967421814,0.034169838890147075,-8.208870758188878
2023-11-15 02:22:14,550,278.278684,12.834819,0.0104460735653509,9.25143241101916,1.666164558758945,239,77.84617561268357,75.11444678168618,0.03419264732723548,-8.358781985406504
2023-11-16 02:12:14,645,261.026124,26.546128,0.0294474890839238,6.85090848237838,1.9874411853446736,241,76.76625143681353,76.01473232331827,0.0843853912247382,2.3371143040629434
