tile_index,RA,Dec,tile_prob
3372,272.172216,33.935467,0.10256001968519532
3466,272.928631,37.033854,0.09153030803215145
3275,271.067733,30.83708,0.07674980783458879
3465,269.047302,37.033854,0.0684788563885726
3556,273.557951,40.13224,0.060636953932102236
3555,269.505435,40.13224,0.05372595982271345
3373,275.906711,33.935467,0.045146310037407225
3276,274.676264,30.83708,0.04491989325481562
3174,270.315353,27.738694,0.04258239525446236
3175,273.816041,27.738694,0.04021485566754522
3371,268.437721,33.935467,0.03614763952462219
3642,274.376685,43.230627,0.0352538161209542
3274,267.459203,30.83708,0.02763407639460233
3070,270.578912,24.640307,0.024621399537822535
3071,273.987692,24.640307,0.023676287151761004
3173,266.814666,27.738694,0.01766382943099367
3467,276.80996,37.033854,0.015064762994143048
3641,270.124179,43.230627,0.013698564909815438
3069,267.170132,24.640307,0.012896211189285047
2965,275.510125,21.54192,0.012457192805392845
2964,272.179061,21.54192,0.011765429082545943
3464,265.165972,37.033854,0.009400928039000667
3723,273.573932,46.329014,0.008625791616152692
3557,277.610467,40.13224,0.00844326803059953
3176,277.316728,27.738694,0.008440890630201658
3643,278.62919,43.230627,0.007773651603292982
