Observation_Time,Tile_Index,RA,Dec,Tile_Probs,Slew Angle (deg),Air_Mass,Lunar-tile,Lunar-tile separation (deg),Lunar separation (deg),Lunar_Illumination,Lunar_altitude
2023-11-17 03:07:14,123858,270.369515,42.816716,0.0010909585656975,0.5291495079042422,1.8906249598357423,39149,65.59374985957923,65.56227496188866,0.15902827370578582,3.2648218073336857
2023-11-17 03:08:04,114250,275.717684,33.292011,0.0010598734103893,0.5291487092320103,1.8553751990798204,39149,65.51933441547098,65.48701674198989,0.15907563593784424,3.132994499592881
2023-11-17 03:08:54,116493,275.424498,35.408612,0.0010598303908325,0.5291495079042422,1.8378230884857751,39149,65.45075147806823,65.41743124265469,0.15912300417684677,3.000962453723088
2023-11-17 03:09:44,122343,269.142771,41.229265,0.0010352449740035,0.5291487092320103,1.9926123690640778,39149,65.38801989145185,65.35353709354332,0.15917037842193582,2.8687267018691336
2023-11-17 03:10:34,124356,271.871354,43.345866,0.0010318518418627,0.5291495079042422,1.858341889505519,39149,65.3311565813873,65.29535108270447,0.15921775868450866,2.7362882731428293
2023-11-17 03:11:24,122853,269.882825,41.758415,0.0010272916437476,0.5291495079042422,1.9688037525124924,39149,65.2801772175512,65.24288883558208,0.15926514494838845,2.6036481884359706
2023-11-17 03:12:14,114249,275.084641,33.292011,0.0009908785740562,0.5291487092320103,1.9244029394229212,39149,65.23509586880016,65.19616446424735,0.1593125372249542,2.470807467756693
2023-11-17 03:13:04,123358,270.066582,42.287566,0.0009547476577244,7.072424610378472,1.968350540526126,39149,66.83662991598634,66.8225829081084,0.15935993549807526,2.3377671229082044
2023-11-17 03:13:54,111952,275.682477,31.17541,0.0009341227319626,0.529149420426556,1.9614719031626489,39149,66.72036289769066,66.70551294864887,0.15940733978632848,2.2045281656553297
2023-11-17 03:14:44,113107,275.122258,32.233711,0.0009319843321144,0.529149420426556,1.973022580957888,39149,66.60976776243466,66.59395472635245,0.15945475007181226,2.0710915985974
2023-11-17 03:15:34,124355,271.143723,43.345866,0.0009248168216031,0.5291486273464415,1.931393273810207,39149,66.50487345007369,66.48793663969798,0.15950216635913234,1.9374584225754474
2023-11-17 03:16:24,124358,273.326615,43.345866,0.0009158854660136,0.529149420426556,1.858532946973203,39149,66.40570712516184,66.38748538313833,0.15954958865413948,1.8036296343326002
2023-11-17 03:17:14,117046,276.270531,35.937762,0.0009085411148049,0.529149420426556,1.8766851170072616,39149,66.31229508636315,66.29262687716547,0.1595970169529896,1.6696062245594423
2023-11-17 03:18:04,118138,276.097387,36.996063,0.000905387399415,0.5291486273464415,1.8730309224638855,39149,66.22466222337489,66.20338571749707,0.15964445124930848,1.5353891793392194
2023-11-17 03:18:54,115379,276.017271,34.350312,0.0008848880391977,0.529149420426556,1.934576721534593,39149,66.14283163048528,66.11978477931598,0.15969189154989882,1.4009794819817833
2023-11-17 03:19:44,124848,271.954152,43.875016,0.0008675148540644,0.529149420426556,1.9312515878223846,39149,66.06682536496245,66.04184599750816,0.15973933785022898,1.2663781097731184
2023-11-17 03:20:34,118137,275.434853,36.996063,0.0008585667235006,0.5291486273464415,1.9247890183309029,39149,65.99666398560173,65.9695898963199,0.15978679014728947,1.1315860357928988
2023-11-17 03:21:24,124849,272.688213,43.875016,0.0008506353545543,0.529149420426556,1.9192308525168158,39149,65.93236625005478,65.90303527539878,0.1598342484426752,0.9966042293235732
2023-11-17 03:22:14,125335,272.089602,44.404167,0.0008337000629598,0.529149420426556,1.940945556959039,39150,65.92619723315778,65.84219983979759,0.15988171273548435,0.8614336548904981
