tile_index,RA,Dec,tile_prob
32534,272.019318,35.0,0.03313989043913372
32239,272.596055,34.0,0.03144535182438745
32827,273.115111,36.0,0.030546521320992004
33115,272.193746,37.0,0.030323557655311695
32826,271.879043,36.0,0.02782431319213608
31939,271.68447,33.0,0.027339161881123474
33116,273.445882,37.0,0.026604732506588406
33400,272.313153,38.0,0.0262482700709108
32238,271.389837,34.0,0.025398822288551386
32535,273.240093,35.0,0.02296525833436847
32533,270.798544,35.0,0.022964679988385264
31940,272.876833,33.0,0.02193783018450915
31637,272.266248,32.0,0.01955536148153181
33399,271.044135,38.0,0.019163975627972056
33114,270.94161,37.0,0.018214533681659695
32828,274.351179,36.0,0.017766684396460022
33681,272.017888,39.0,0.01769668990365005
33682,273.304648,39.0,0.017642795751551022
31638,273.445426,32.0,0.017623633785843973
32240,273.802273,34.0,0.016826136215210466
33401,273.582171,38.0,0.016233747231964336
31636,271.087069,32.0,0.015866176319625794
31331,272.030654,31.0,0.015407443168460721
31330,270.86402,31.0,0.014760222866055935
33958,272.180929,40.0,0.013705036475419895
31938,270.492107,33.0,0.013468283024337469
31941,274.069197,33.0,0.013351084823849906
31021,272.217807,30.0,0.013107800711102577
31332,273.197287,31.0,0.012604053479933798
32825,270.642975,36.0,0.011986138309417155
32237,270.183619,34.0,0.011821311820448705
31022,273.372508,30.0,0.011019341994133023
33680,270.731128,39.0,0.01096253483017852
33117,274.698017,37.0,0.010211385175092536
33957,270.875522,40.0,0.010001342583595725
31020,271.063107,30.0,0.009982816473387592
30709,272.88101,29.0,0.00922728080564408
32532,269.577769,35.0,0.008886687017213676
33959,273.486336,40.0,0.008705614149838916
32536,274.460867,35.0,0.00837454911969131
31639,274.624605,32.0,0.007976632193170892
33398,269.775117,38.0,0.007948570203054114
30708,271.737656,29.0,0.007730166769688999
34231,272.487386,41.0,0.007628627174408379
31329,269.697387,31.0,0.00736370544178935
34230,271.162373,41.0,0.006811016490152131
30393,272.761147,28.0,0.006769601862129938
31635,269.907891,32.0,0.006645584715650168
30392,271.628577,28.0,0.005969114657067388
33683,274.591407,39.0,0.005809153876345053
33113,269.689475,37.0,0.005628799901037365
31937,269.299743,33.0,0.0055889797129362855
32241,275.008491,34.0,0.005585311787412633
30707,270.594302,29.0,0.0052651097867988635
30394,273.893717,28.0,0.005170195234220791
30710,274.024364,29.0,0.0051508040686047635
32829,275.587247,36.0,0.005109155383709232
31333,274.363921,31.0,0.004627329211551922
34232,273.812399,41.0,0.004513627752836636
32236,268.977401,34.0,0.004395660964085365
31023,274.527208,30.0,0.004387908730891296
30075,273.049697,27.0,0.004356037476798314
31019,269.908406,30.0,0.004304816073258792
30074,271.92737,27.0,0.0042649777070785716
34500,272.461774,42.0,0.00422072613150026
30391,270.496007,28.0,0.004186270686896944
31942,275.26156,33.0,0.004176244099232823
33956,269.570114,40.0,0.004137974257660349
33402,274.85119,38.0,0.0037355684771144216
34499,271.116141,42.0,0.00358073982194901
30073,270.805044,27.0,0.0035762279087236284
32824,269.406908,36.0,0.0035499175152758342
33679,269.444369,39.0,0.0033182238190306414
29753,272.821841,26.0,0.002934145877252118
29752,271.709239,26.0,0.002854467200938077
31328,268.530754,31.0,0.0027088385709101346
30076,274.172023,27.0,0.0025707779864139954
32531,268.356995,35.0,0.00250629601032101
33118,275.950153,37.0,0.002495947771653943
