tile_index,RA,Dec,tile_prob
10128,278.047704,27.779455,0.002445531314990225
9558,262.85849,22.583302,0.002424908876465973
9173,266.768954,19.119201,0.0024190923568930016
9172,264.935784,19.119201,0.002404247690955272
8980,272.904402,17.38715,0.002387735157986801
9373,277.625527,20.851252,0.002334079800880287
8981,274.719384,17.38715,0.0023246857436676153
9178,275.934804,19.119201,0.0022434903822238944
9943,278.714133,26.047404,0.002212358814271882
11921,267.361639,46.832014,0.0021785287455073875
11777,266.709773,45.099963,0.0021140392768039104
11160,263.413198,38.17176,0.0020944360373324343
8977,267.459455,17.38715,0.002062433673112307
10488,278.338486,31.243557,0.002047373658303643
11483,279.937678,41.635861,0.002028284321051325
11320,263.979525,39.903811,0.0020075855121571245
9756,278.432563,24.315353,0.002002629134638978
11327,279.784505,39.903811,0.001997301170637011
8982,276.534366,17.38715,0.0019634222712819186
8979,271.089419,17.38715,0.001940665747083135
11782,278.978645,45.099963,0.0019113304268697168
8978,269.274437,17.38715,0.001887923201026237
11003,279.644615,36.439709,0.001885616632111651
10301,261.097431,29.511506,0.00188204498852533
8782,274.021673,15.655099,0.0018288538761763555
9557,260.9826,22.583302,0.0018224007682027873
12063,276.206545,48.564065,0.0017976247878966915
11925,277.488523,46.832014,0.0017921946124662739
9171,263.102614,19.119201,0.0017695056073239231
9747,261.326695,24.315353,0.001769247506760554
9365,262.798034,20.851252,0.0017482679002664757
10655,261.571571,32.975607,0.0017425226443283227
10827,261.623614,34.707658,0.0017315223675498856
8976,265.644473,17.38715,0.0017210263729297915
9566,277.86561,22.583302,0.001692946053624504
10995,262.420612,36.439709,0.001683179795467451
12196,272.720603,50.296115,0.0016633108530101793
9934,261.363377,26.047404,0.0016536776649880563
12060,268.354789,48.564065,0.0015649276824358928
10310,279.009911,29.511506,0.0015424741014107577
8783,275.820452,15.655099,0.0015178000953004437
8781,272.222894,15.655099,0.0015089475765307078
10119,260.428614,27.779455,0.001496000650401281
10479,260.105737,31.243557,0.0014698351153946928
11635,280.724218,43.367912,0.0014159839972865064
8975,263.829491,17.38715,0.001408822487683295
9179,277.767974,19.119201,0.0013896360378614276
8778,266.826556,15.655099,0.0013573841863403846
9170,261.269444,19.119201,0.001345347752338986
8780,270.424115,15.655099,0.0013040214003504362
12195,270.009275,50.296115,0.001287466516175299
8983,278.349348,17.38715,0.0012812881209143586
10664,280.15354,32.975607,0.0012754857360919533
8779,268.625336,15.655099,0.001258522009647326
11628,264.046043,43.367912,0.001227452361935346
8777,265.027777,15.655099,0.0012051946786827432
11476,263.715252,41.635861,0.0012050089364139002
8582,275.941743,13.923048,0.0011960780298377006
12197,275.431932,50.296115,0.001187410655819106
8583,277.726222,13.923048,0.0011688777709845475
9364,260.944597,20.851252,0.0011603746736878447
11168,281.03859,38.17176,0.0011567270170743584
11484,282.255168,41.635861,0.0011496046199343606
10300,259.107155,29.511506,0.0011217215147427562
10836,280.586106,34.707658,0.0011061887147196816
11783,281.43242,45.099963,0.0011020227011427903
8974,262.014509,17.38715,0.0010683543326735062
11159,261.210024,38.17176,0.001064441632581573
9374,279.478964,20.851252,0.0010504057742981427
8581,274.157263,13.923048,0.00104162755390618
11926,280.020244,46.832014,0.001037446603961247
8784,277.619232,15.655099,0.0010328348648732358
10129,280.00538,27.779455,0.0010214397879172686
8776,263.228998,15.655099,0.0010102669772393662
12064,278.823797,48.564065,0.0010024953541887482
9556,259.10671,22.583302,0.0009892560576583874
11328,282.04236,39.903811,0.000976359862451747
11920,264.829918,46.832014,0.0009635373872073651
9746,259.426043,24.315353,0.0009558141316521806
10489,280.364347,31.243557,0.0009104287257176013
10654,259.506908,32.975607,0.0009059532498135679
9944,280.641994,26.047404,0.0008883045985357337
11004,281.797615,36.439709,0.0008878835344936407
11319,261.721671,39.903811,0.0008840499595364193
12325,270.981505,52.028166,0.0008738732331547851
8580,272.372784,13.923048,0.0008708821866608947
9933,259.435516,26.047404,0.0008667827067625497
10826,259.51667,34.707658,0.0008662206729041012
8578,268.803826,13.923048,0.0008509641604577381
8577,267.019346,13.923048,0.0008492722964554488
10994,260.267611,36.439709,0.0008429182011183639
8579,270.588305,13.923048,0.0008235493331536552
9757,280.333215,24.315353,0.0008164250666607196
11636,283.106815,43.367912,0.0008095143319364075
8576,265.234867,13.923048,0.0008029333955708703
10118,258.470937,27.779455,0.0007998018890662478
11776,264.255998,45.099963,0.0007926975505648658
12198,278.14326,50.296115,0.0007639553229863347
8380,275.051668,12.190998,0.0007285531187612912
8381,276.823679,12.190998,0.0007285304716005688
9169,259.436274,19.119201,0.0007262499378916675
8775,261.430219,15.655099,0.0007250813009733586
11784,283.886194,45.099963,0.0007155433360067265
12194,267.297947,50.296115,0.0007053703884961594
12326,273.796593,52.028166,0.0006987268286787441
8584,279.510701,13.923048,0.0006979185054301911
10478,258.079876,31.243557,0.000694285616995341
12059,265.737536,48.564065,0.0006915279706518308
11927,282.551965,46.832014,0.0006758483909526387
