tile_index,RA,Dec,tile_prob
10832,272.158332,34.707658,0.08954655899389673
10999,271.032613,36.439709,0.07600004047850578
10660,271.894887,32.975607,0.07345012389859498
11000,273.185614,36.439709,0.06430158128873648
11164,272.225894,38.17176,0.06387833094405622
10831,270.051388,34.707658,0.05395758602314089
10485,272.260903,31.243557,0.049610615595952506
11163,270.02272,38.17176,0.04256707067460939
10661,273.95955,32.975607,0.038549350950326466
11324,273.010942,39.903811,0.033747591696863685
10484,270.235042,31.243557,0.03337997644848133
10659,269.830224,32.975607,0.03077536857581847
10306,271.048809,29.511506,0.02879132874787087
11323,270.753088,39.903811,0.02771408660450938
10307,273.039084,29.511506,0.027014435948060616
10833,274.265276,34.707658,0.02407114142073204
10125,272.174674,27.779455,0.01785091076528009
11165,274.429068,38.17176,0.01539835727100208
10998,268.879613,36.439709,0.015392818066137716
10486,274.286764,31.243557,0.014652112109595992
11480,272.98521,41.635861,0.014524693932390788
10126,274.13235,27.779455,0.01104909772796908
11479,270.667721,41.635861,0.010739151657386918
11001,275.338614,36.439709,0.009397561463994938
10124,270.216997,27.779455,0.009211328208227558
9940,272.930548,26.047404,0.008716043044558893
10483,268.209181,31.243557,0.008604979424799552
10305,269.058533,29.511506,0.008579006757943415
