tile_index,RA,Dec,tile_prob
32534,272.019318,35.0,0.13141070967700888
32827,273.115111,36.0,0.10877510011148094
32239,272.596055,34.0,0.1011370441019773
33115,272.193746,37.0,0.08093802601427467
32826,271.879043,36.0,0.06455165378796301
31939,271.68447,33.0,0.05269279293635312
32238,271.389837,34.0,0.05157956001023194
33116,273.445882,37.0,0.04808662077975395
31940,272.876833,33.0,0.043492560058701876
33400,272.313153,38.0,0.04265656144793867
32535,273.240093,35.0,0.038787427527423146
32533,270.798544,35.0,0.03381076639981579
31637,272.266248,32.0,0.027657649567894595
31638,273.445426,32.0,0.01589465807796659
33399,271.044135,38.0,0.0153308564613614
32828,274.351179,36.0,0.01454717299106076
32240,273.802273,34.0,0.013531101397523058
31331,272.030654,31.0,0.012248060150800941
33681,272.017888,39.0,0.011748490728905268
