tile_index,RA,Dec,tile_prob
10832,272.158332,34.707658,0.03620766053843374
10999,271.032613,36.439709,0.03432835795400642
10660,271.894887,32.975607,0.032188029679373786
11164,272.225894,38.17176,0.031865549851144724
11000,273.185614,36.439709,0.030674244024941406
10831,270.051388,34.707658,0.029603838421847252
11163,270.02272,38.17176,0.028094616313788373
10485,272.260903,31.243557,0.02652549522286282
11324,273.010942,39.903811,0.025054238389575923
11323,270.753088,39.903811,0.02352531231880078
10661,273.95955,32.975607,0.023308760211533254
10659,269.830224,32.975607,0.022964053936597548
10484,270.235042,31.243557,0.02256462390457282
10306,271.048809,29.511506,0.021657146264033738
10307,273.039084,29.511506,0.01971941892644482
10833,274.265276,34.707658,0.019413235980359895
11480,272.98521,41.635861,0.01840798058675878
10998,268.879613,36.439709,0.017885123121127996
11165,274.429068,38.17176,0.01708017657270931
11479,270.667721,41.635861,0.016828963985082428
10125,272.174674,27.779455,0.01650876987305392
10486,274.286764,31.243557,0.01485344488278925
10483,268.209181,31.243557,0.013641001888194362
10830,267.944445,34.707658,0.013354779812944287
10124,270.216997,27.779455,0.013101138928788471
10126,274.13235,27.779455,0.013026731811582799
10305,269.058533,29.511506,0.012887827736439487
11001,275.338614,36.439709,0.012638581313696723
9940,272.930548,26.047404,0.011731763270490093
11325,275.268797,39.903811,0.010891624369407181
11631,271.193832,43.367912,0.010383949484073455
10658,267.765561,32.975607,0.010265692945461412
11162,267.819546,38.17176,0.009887404700911508
9941,274.858409,26.047404,0.00971468990760768
11632,273.576429,43.367912,0.009586487393667612
10308,275.02936,29.511506,0.00935565100992644
9939,271.002686,26.047404,0.00926378018405725
11322,268.495234,39.903811,0.008812594981869976
11481,275.302699,41.635861,0.008471824184597326
9753,272.730607,24.315353,0.008425284789296928
10123,268.25932,27.779455,0.008367571550568918
10662,276.024214,32.975607,0.008338150855150724
10304,267.068258,29.511506,0.0068669732602535255
9752,270.829955,24.315353,0.006814901519666361
9754,274.631259,24.315353,0.006741463120941162
9938,269.074824,26.047404,0.006136154339193407
9563,272.23794,22.583302,0.005956572387612396
11779,271.617322,45.099963,0.005805273196866222
10482,266.18332,31.243557,0.005634220306720341
10834,276.372219,34.707658,0.0056106456134005205
10127,276.090027,27.779455,0.0054668641436603225
10997,266.726612,36.439709,0.005255660567749908
11630,268.811236,43.367912,0.005217960149228876
11478,268.350231,41.635861,0.005052732553293836
10487,276.312625,31.243557,0.004914631432216936
9751,268.929303,24.315353,0.004738649968754182
9564,274.11383,22.583302,0.0046693694479499614
10829,265.837501,34.707658,0.004564574160630221
9942,276.786271,26.047404,0.004486126589373578
9562,270.36205,22.583302,0.004422737957781536
11166,276.632242,38.17176,0.004329633175455281
10122,266.301644,27.779455,0.004169691935227846
9371,273.918654,20.851252,0.003860371921889198
11780,274.071096,45.099963,0.003841590381533853
10657,265.700898,32.975607,0.0037676260002774535
9937,267.146963,26.047404,0.0036952176961049803
9755,276.531911,24.315353,0.0035557397287612267
10303,265.077982,29.511506,0.003482281263737741
11002,277.491615,36.439709,0.003414327075277767
9750,267.028651,24.315353,0.0032722007278937963
11633,275.959025,43.367912,0.0032004663437772743
9561,268.48616,22.583302,0.0031152697536323925
9370,272.065217,20.851252,0.003038322438573658
10309,277.019635,29.511506,0.0028990943539868095
11326,277.526651,39.903811,0.002897283918052014
9372,275.772091,20.851252,0.0028767362271158985
11161,265.616372,38.17176,0.0027870728172723434
9565,275.98972,22.583302,0.002656517713364213
