tile_index,RA,Dec,tile_prob
33115,272.193746,37.0,0.005461899981309767
33116,273.445882,37.0,0.005409668735258956
31939,271.68447,33.0,0.005391471888386297
33682,273.304648,39.0,0.005369665924397173
33400,272.313153,38.0,0.005358435217524143
32239,272.596055,34.0,0.005348825640318948
32534,272.019318,35.0,0.005335766675439048
32826,271.879043,36.0,0.0053076275924450215
33114,270.94161,37.0,0.005192020698710315
33401,273.582171,38.0,0.005098543177481045
32827,273.115111,36.0,0.005073765472909059
32533,270.798544,35.0,0.005028917863392784
32238,271.389837,34.0,0.0050199980482038015
33399,271.044135,38.0,0.004898198104773636
33958,272.180929,40.0,0.004879383816257159
32535,273.240093,35.0,0.004802214169339333
33959,273.486336,40.0,0.0046749604059052935
33680,270.731128,39.0,0.00466176610843829
33681,272.017888,39.0,0.004651926118473223
31636,271.087069,32.0,0.004609878916452429
32828,274.351179,36.0,0.004605018573977913
34230,271.162373,41.0,0.004553475595597416
33957,270.875522,40.0,0.004447225112494417
31330,270.86402,31.0,0.0044341849860798956
31938,270.492107,33.0,0.004381835002148051
32240,273.802273,34.0,0.004369598536366818
32825,270.642975,36.0,0.004322587909488489
31638,273.445426,32.0,0.004301539776356978
33398,269.775117,38.0,0.004299383236193088
31940,272.876833,33.0,0.004249257737840708
34231,272.487386,41.0,0.004220689586953215
33956,269.570114,40.0,0.004206832622065436
32532,269.577769,35.0,0.004191501061069977
32237,270.183619,34.0,0.0041782847207878365
31637,272.266248,32.0,0.0041367312905410325
33117,274.698017,37.0,0.004124963043108031
34499,271.116141,42.0,0.004067084609065248
31941,274.069197,33.0,0.004063706866799379
31332,273.197287,31.0,0.004051219375758643
31020,271.063107,30.0,0.0040336373294243945
31937,269.299743,33.0,0.004020009356770503
34232,273.812399,41.0,0.003999134421807298
31021,272.217807,30.0,0.00398796345586993
34500,272.461774,42.0,0.0039865950572338426
33679,269.444369,39.0,0.003952804966489152
33113,269.689475,37.0,0.003947073214773364
31329,269.697387,31.0,0.003922687876697695
31022,273.372508,30.0,0.0038804892912614117
31331,272.030654,31.0,0.003830313703216043
33683,274.591407,39.0,0.003815570682577264
34764,271.991577,43.0,0.003810740115134746
32536,274.460867,35.0,0.003767564204901783
31635,269.907891,32.0,0.003766534458431567
31639,274.624605,32.0,0.003664758340401948
32236,268.977401,34.0,0.0035918095203979375
34765,273.358905,43.0,0.0035716329746497168
30709,272.88101,29.0,0.0035715077383587602
30391,270.496007,28.0,0.003558272148275741
32824,269.406908,36.0,0.0035471025275086716
32241,275.008491,34.0,0.0034887654327093003
34501,273.807407,42.0,0.003432366246314606
32829,275.587247,36.0,0.003427478972502119
30707,270.594302,29.0,0.0033753275465860707
30073,270.805044,27.0,0.003332630233473147
33397,268.506099,38.0,0.0033275650816908765
31942,275.26156,33.0,0.0033113862704032995
30392,271.628577,28.0,0.003306289066059813
30393,272.761147,28.0,0.0032859310462649083
30708,271.737656,29.0,0.0032597749419659653
32531,268.356995,35.0,0.0032594008796925735
30394,273.893717,28.0,0.0032421087075779663
31018,268.753705,30.0,0.003226568378120468
33118,275.950153,37.0,0.0031957483993218126
34229,269.83736,41.0,0.003162777456621668
31333,274.363921,31.0,0.003161727048562962
34498,269.770509,42.0,0.0030886641989160716
33112,268.437339,37.0,0.0030783875872048803
33402,274.85119,38.0,0.00307231504406302
31019,269.908406,30.0,0.003055251416536023
33960,274.791743,40.0,0.003018546519334516
31328,268.530754,31.0,0.002999379087836575
35024,271.539124,44.0,0.0029763230898918348
34766,274.726232,43.0,0.002925666060036087
35025,272.929288,44.0,0.002912647714509658
32235,267.771183,34.0,0.0028908083456020512
30075,273.049697,27.0,0.00288247111676313
34763,270.62425,43.0,0.002874672298590965
31936,268.10738,33.0,0.0028553718942146466
30074,271.92737,27.0,0.00284637167689735
29752,271.709239,26.0,0.002818370011230675
30710,274.024364,29.0,0.002800464199597741
30389,268.230867,28.0,0.002761600052491981
31327,267.36412,31.0,0.0027359327071964407
30390,269.363437,28.0,0.0027339006862366934
31023,274.527208,30.0,0.0027194403861206407
33955,268.264707,40.0,0.0027122456450832536
35280,272.205966,45.0,0.002705041114821042
30705,268.307593,29.0,0.0026827271633009554
30706,269.450947,29.0,0.0026729784091664294
34228,268.512347,41.0,0.002671919502659233
31634,268.728713,32.0,0.0026237530703969547
31633,267.549534,32.0,0.0026225065443665754
33684,275.878167,39.0,0.0026149926100818323
32823,268.17084,36.0,0.0026078194879775316
34233,275.137412,41.0,0.002551047547350685
31017,267.599005,30.0,0.0025373938450678887
29751,270.596637,26.0,0.002528527941761955
29753,272.821841,26.0,0.002507425986222945
30076,274.172023,27.0,0.002483212101221509
35279,270.791752,45.0,0.0024763697306264066
31024,275.681909,30.0,0.0024687607663702016
32537,275.681642,35.0,0.0024559261809836337
31640,275.803783,32.0,0.002450147678042022
33961,276.097151,40.0,0.0024401762818038355
30711,275.167718,29.0,0.0024395509171202608
29749,268.371433,26.0,0.002434631074549542
34502,275.15304,42.0,0.0024173586134573232
29428,271.863951,25.0,0.0024069291538802375
32530,267.13622,35.0,0.0024049161317482963
35026,274.319452,44.0,0.002393741467618443
29754,273.934443,26.0,0.0023877706728294684
33403,276.120208,38.0,0.002372997423889057
29100,270.767705,24.0,0.0023696552262995768
32242,276.214709,34.0,0.0023634664022326697
32830,276.823315,36.0,0.002351114824625491
30072,269.682718,27.0,0.002346407373511757
30395,275.026287,28.0,0.002342584235137569
29750,269.484035,26.0,0.002332881764150751
35281,273.620179,45.0,0.0022814746952761916
35022,268.758797,44.0,0.002265259421425563
33678,268.157609,39.0,0.0022504771332766856
33396,267.23708,38.0,0.002205738640845667
31326,266.197487,31.0,0.00217869846250813
28773,273.589495,23.0,0.0021585505957397045
29101,271.862342,24.0,0.0021349708736769055
30071,268.560392,27.0,0.002116123737669007
29755,275.047045,26.0,0.0021124699761686087
35023,270.148961,44.0,0.002107887684586838
29429,272.967329,25.0,0.0020897191321120165
29102,272.956978,24.0,0.00208880249155278
34234,276.462425,41.0,0.0020855329339323305
30070,267.438066,27.0,0.002081387354275044
29425,268.553818,25.0,0.0020768498553611356
32234,266.564965,34.0,0.002071650004826719
29427,270.760574,25.0,0.002066512851759848
30388,267.098297,28.0,0.0020569523819258624
31943,276.453923,33.0,0.0020209969335154235
33685,277.164926,39.0,0.002008941800868546
30387,265.965727,28.0,0.0020076126884079476
31935,266.915017,33.0,0.001996709509636956
33954,266.9593,40.0,0.001991638151995292
34497,268.424876,42.0,0.0019704878059182774
29430,274.070707,25.0,0.001967902100526409
30396,276.158857,28.0,0.001957577102590288
33111,267.185203,37.0,0.0019545624081408735
32822,266.934772,36.0,0.001954344680883064
31632,266.370356,32.0,0.0019315868978287737
35532,273.392987,46.0,0.0019278285527124148
30704,267.164239,29.0,0.0019261925885994272
29426,269.657196,25.0,0.0019229804880838849
31334,275.530554,31.0,0.0019072049443711304
29099,269.673069,24.0,0.0019012019832433458
29103,274.051614,24.0,0.0018903770906515617
33119,277.202289,37.0,0.0018860144465493278
28441,273.066014,22.0,0.0018843386293575755
31934,265.722654,33.0,0.0018830192914844467
28772,272.503134,23.0,0.0018455306852226147
34767,276.09356,43.0,0.001828826299855913
35533,274.832543,46.0,0.0017982612503000892
30703,266.020885,29.0,0.0017881746221288127
29748,267.258831,26.0,0.0017851117911215424
30068,265.193413,27.0,0.001780256458775592
29098,268.578433,24.0,0.0017781830883808985
31016,266.444304,30.0,0.0017692225177915715
28771,271.416774,23.0,0.0017429354990298822
28774,274.675855,23.0,0.001740703874674762
29096,266.38916,24.0,0.0017404902843187351
30077,275.294349,27.0,0.0017204332131085139
33677,266.87085,39.0,0.0017108476360868968
29424,267.45044,25.0,0.0016960014903306024
29747,266.146229,26.0,0.00166886038344651
32529,265.915445,35.0,0.0016610195919723432
29097,267.483797,24.0,0.0016494491880793265
35530,270.513874,46.0,0.0016456230450701214
28770,270.330414,23.0,0.0016449571142222645
34762,269.256922,43.0,0.0016403833026000876
31325,265.030853,31.0,0.0016292409271594407
30069,266.315739,27.0,0.0016268637309635363
29104,275.146251,24.0,0.0016206088532754047
35531,271.95343,46.0,0.0016082688900379953
34503,276.498672,42.0,0.0015990354094808296
35778,271.966971,47.0,0.0015948284763599636
29431,275.174085,25.0,0.0015843094973263397
28442,274.144549,22.0,0.0015754384036138689
28440,271.987479,22.0,0.0015744849938688717
34227,267.187334,41.0,0.0015740663012643204
29746,265.033628,26.0,0.0015706690613680103
32831,278.059383,36.0,0.0015695820214311036
32538,276.902417,35.0,0.0015671007024150461
30712,276.311072,29.0,0.0015611242237132312
31641,276.982961,32.0,0.0015603180009789335
28769,269.244053,23.0,0.0015536699628664328
35027,275.709615,44.0,0.0015396192390743984
29423,266.347062,25.0,0.0015380398350249899
31025,276.836609,30.0,0.0015335361716007595
33110,265.933068,37.0,0.001527356729536882
32233,265.358747,34.0,0.0015141145619594015
31015,265.289604,30.0,0.0015135337541062513
34496,267.079243,42.0,0.0015118316491756377
35282,275.034393,45.0,0.0015110531465090619
32243,277.420927,34.0,0.0015094958796993618
31335,276.697187,31.0,0.0014934982767114112
28775,275.762216,23.0,0.0014866874107006228
28439,270.908944,22.0,0.0014855462794004896
33395,265.968062,38.0,0.0014818760217641092
35779,273.43325,47.0,0.0014755393483677401
30078,276.416675,27.0,0.0014745787273245698
33404,277.389226,38.0,0.001468719076815417
34761,267.889595,43.0,0.0014635610778761289
31631,265.191177,32.0,0.0014606523927775793
34768,277.460887,43.0,0.001453010102382793
33962,277.402558,40.0,0.00143756357849224
30386,264.833157,28.0,0.0014272082301528394
28767,267.071333,23.0,0.001420883558981729
28437,268.751875,22.0,0.0014199096354721875
28438,269.83041,22.0,0.0014127220714034556
31324,263.86422,31.0,0.0014072232960060196
28106,273.122706,21.0,0.001405253758042557
28443,275.223083,22.0,0.0013943990717958255
35777,270.500691,47.0,0.0013938381789186116
28107,274.193851,21.0,0.0013849684618492445
35278,269.377538,45.0,0.001383170039148524
28768,268.157693,23.0,0.0013814260060231605
35021,267.368634,44.0,0.0013735467457002709
29105,276.240887,24.0,0.001364918785939108
28436,267.67334,22.0,0.0013487616076822847
29095,265.294524,24.0,0.0013414287632969872
29432,276.277463,25.0,0.0013267154480810983
32528,264.694671,35.0,0.0013153990231439786
29756,276.159647,26.0,0.0013136788932447362
30702,264.877531,29.0,0.0013061666023850144
32821,265.698704,36.0,0.0012987379433273428
28105,272.051561,21.0,0.0012863882555555317
29422,265.243684,25.0,0.0012800515028678933
34504,277.844305,42.0,0.0012739626318569678
30385,263.700587,28.0,0.0012680637489200306
28435,266.594805,22.0,0.0012639481719306164
35277,267.963325,45.0,0.001262470751757327
28108,275.264996,21.0,0.001251785413730823
34235,277.787438,41.0,0.0012398160002692175
35534,276.2721,46.0,0.0012322050455977457
29094,264.199888,24.0,0.001229017679227931
29421,264.140306,25.0,0.0012205572540589379
28104,270.980417,21.0,0.0012106147018229813
33676,265.58409,39.0,0.0012105011017155482
28766,265.984972,23.0,0.0012079942842942932
36021,273.302469,48.0,0.0012037944904518072
30701,263.734177,29.0,0.0012008887803799703
31014,264.134903,30.0,0.0011894208827258029
29745,263.921026,26.0,0.001185307455952882
31933,264.53029,33.0,0.0011821998904275116
35529,269.074317,46.0,0.0011784363049026467
27769,272.344702,20.0,0.0011767029961753546
31944,277.646286,33.0,0.001169034157165088
35283,276.448606,45.0,0.0011687750340808303
28103,269.909272,21.0,0.0011553245226757836
27770,273.408879,20.0,0.0011484098026867029
33120,278.454424,37.0,0.0011403587215223973
32232,264.152529,34.0,0.0011392472515818117
28444,276.301618,22.0,0.0011323347240628531
30713,277.454426,29.0,0.001127965298845507
27771,274.473057,20.0,0.0011275499161303596
30067,264.071087,27.0,0.0011271638953500019
31642,278.16214,32.0,0.001125331478913698
30397,277.291427,28.0,0.001110856625676239
27768,271.280524,20.0,0.001110487281247776
33686,278.451686,39.0,0.001094430570902811
34226,265.862321,41.0,0.0010921337304237095
33953,265.653892,40.0,0.0010912664398175917
28433,264.437736,22.0,0.0010912366079173677
28434,265.516271,22.0,0.0010887351599942214
28776,276.848576,23.0,0.0010864575684497461
27766,269.152168,20.0,0.0010788224396756582
28100,266.695837,21.0,0.0010749544300347898
34769,278.828215,43.0,0.0010708937308649808
28102,268.838127,21.0,0.0010592444771653107
32539,278.123191,35.0,0.0010548352447614302
36022,274.796945,48.0,0.0010529516234808083
27767,270.216346,20.0,0.0010526635208498738
28765,264.898612,23.0,0.0010481221396167787
27765,268.08799,20.0,0.0010476302240264189
31630,264.011999,32.0,0.0010449127001906757
27432,273.827203,19.0,0.0010448262542993856
28109,276.336141,21.0,0.001039717043393505
28101,267.766982,21.0,0.0010146641563897913
27764,267.023813,20.0,0.0010134919027420296
