site_names,bns_100Mpc_dt_days,bns_100Mpc_source_tile_rank,bns_50Mpc_dt_days,bns_50Mpc_source_tile_rank,bns_150Mpc_dt_days,bns_150Mpc_source_tile_rank,bns_200Mpc_dt_days,bns_200Mpc_source_tile_rank
Roman,0.8483796296296295,164.0,0.8379629629629629,30.0,0.8738425925925926,522.0,1.8570601851851851,1600.0
WINTER,0.8380555555555556,49.0,0.8380555555555556,12.0,0.8380555555555556,169.0,0.8590972222222222,513.0
DECam,0.8368055555555555,25.0,0.8368055555555555,6.0,0.8368055555555555,72.0,0.8368055555555555,216.0
Rubin,0.834861111111111,10.0,0.834861111111111,4.0,0.834861111111111,23.0,0.834861111111111,69.0
ZTF,0.8350694444444444,5.0,0.8350694444444444,2.0,0.8350694444444444,7.0,0.8350694444444444,16.0
